source,sourceScore,hr,ro,zh,ca,vi,no,hu,nn,lv,te,lt,hi,ga,th,id,bn,de,fi,ta,bg,sv,ka,fr,hy,sl,sk,da,uk,eu,az,it,sr,ms,ko,fa,ar,he,cs,gl,el,pl,pt,en,ru,et,es,nl,ja,
su,1,52.148148148148145,66.04511278195488,53.77049180327869,64.03100775193798,49.55357142857143,63.023622047244096,30.476190476190474,50.9126213592233,34.542857142857144,36.71052631578947,51.0,24.87272727272727,6.666666666666667,44.26373626373626,76.71794871794872,47.49473684210526,12.946236559139784,34.1123595505618,22.44,53.925925925925924,21.030927835051546,19.372549019607842,33.833333333333336,14.144927536231885,60.9375,58.29059829059829,62.176,74.49664429530202,17.22222222222222,48.932038834951456,74.09395973154362,67.86764705882354,67.91489361702128,18.897435897435898,25.21276595744681,40.475247524752476,44.21052631578947,66.3157894736842,21.35593220338983,25.2,64.48484848484848,78.4968152866242,35.27927927927928,38.53211009174312,58.959349593495936,56.65079365079365,60.27906976744186,11.132530120481928,
mg,1,37.714285714285715,58.31404958677686,19.397849462365592,54.78260869565217,73.98648648648648,52.21621621621622,64.0,43.35632183908046,44.57142857142857,27.678571428571427,37.77777777777778,43.82608695652174,5.217391304347826,61.056,70.87323943661971,41.142857142857146,9.45054945054945,67.94117647058823,12.878048780487806,52.83018867924528,11.208791208791208,46.22680412371134,68.875,7.507692307692308,39.02439024390244,32.43589743589744,40.40449438202247,56.733333333333334,62.0,22.857142857142858,55.9349593495935,45.98095238095238,63.234375,63.859375,73.08843537414965,76.79220779220779,64.18604651162791,48.932038834951456,12.115384615384615,51.63302752293578,61.039370078740156,42.2803738317757,73.77631578947368,73.28859060402685,34.81578947368421,23.95876288659794,51.73109243697479,63.48091603053435,
st,1,53.42857142857143,56.87394957983193,57.26984126984127,62.83464566929134,40.77669902912621,60.58536585365854,18.773333333333333,49.25252525252525,33.26470588235294,35.30555555555556,42.88636363636363,25.714285714285715,6.666666666666667,39.11904761904762,56.957264957264954,54.486486486486484,17.916666666666668,35.2,29.084745762711865,57.93103448275862,24.04040404040404,22.51851851851852,33.833333333333336,20.054794520547944,60.317460317460316,63.46153846153846,59.46218487394958,74.0,27.9,49.523809523809526,55.9349593495935,69.98571428571428,14.03076923076923,21.775,25.21276595744681,76.33986928104575,40.0,67.2,29.55223880597015,14.823529411764707,60.317460317460316,74.33557046979865,28.547169811320753,30.990291262135923,53.53703703703704,60.82442748091603,57.857142857142854,11.132530120481928,
mk,1,57.98449612403101,67.76470588235294,52.85950413223141,70.49645390070921,43.867924528301884,69.0,39.913978494623656,54.87719298245614,45.638297872340424,34.14492753623188,56.36842105263158,42.206896551724135,26.885245901639344,39.90588235294118,25.904761904761905,56.94915254237288,59.93939393939394,41.25,30.295081967213115,65.54074074074074,62.16417910447761,30.158730158730158,63.503649635036496,53.72477064220183,63.768115942028984,66.15942028985508,65.7910447761194,77.7948717948718,33.55294117647059,40.97560975609756,72.32876712328768,77.78343949044586,31.746835443037973,31.977272727272727,58.93650793650794,12.775,42.58064516129032,70.875,48.673469387755105,47.25,77.94871794871794,77.49677419354839,65.64539007092199,80.88888888888889,46.91489361702128,70.97931034482758,72.12328767123287,29.178947368421053,
ml,1,55.46218487394958,60.38709677419355,58.9375,63.4375,45.833333333333336,61.20967741935484,44.40816326530612,49.68,38.493506493506494,45.572649572649574,57.53846153846154,50.21848739495798,20.48780487804878,39.90588235294118,24.57831325301205,54.486486486486484,36.293577981651374,42.18556701030928,47.85,49.9009900990099,38.63636363636363,39.9,40.0353982300885,32.33734939759036,58.67768595041322,62.734375,62.176,67.47058823529412,48.627450980392155,53.553719008264466,68.57142857142857,73.41496598639456,33.77777777777778,50.870370370370374,52.220338983050844,11.08860759493671,45.77319587628866,65.86363636363636,35.270270270270274,32.869565217391305,59.584,70.30985915492958,42.598290598290596,44.21052631578947,55.87719298245614,63.17910447761194,66.21897810218978,56.0,
sw,1,44.0,60.38709677419355,20.93617021276596,56.94915254237288,72.41379310344827,47.31428571428572,65.93939393939394,39.75308641975309,51.54782608695652,30.491803278688526,53.833333333333336,46.588235294117645,5.217391304347826,61.76377952755905,23.21951219512195,38.4,11.217391304347826,69.32374100719424,12.878048780487806,56.98245614035088,12.934782608695652,46.53061224489796,72.40268456375838,9.242424242424242,42.52873563218391,36.21951219512195,35.904761904761905,58.959349593495936,63.46456692913386,25.76271186440678,53.333333333333336,55.08620689655172,7.475409836065574,57.91525423728814,76.94805194805195,77.67948717948718,67.82608695652173,58.728813559322035,15.0,53.05263157894737,66.42962962962963,55.43801652892562,78.9875,80.34782608695652,39.4390243902439,22.479166666666668,38.20754716981132,62.784615384615385,
mi,1,40.78048780487805,63.0,19.397849462365592,53.27433628318584,78.34394904458598,45.55339805825243,67.31851851851852,38.43037974683544,50.091743119266056,27.678571428571427,47.8125,43.51648351648352,9.23076923076923,64.69117647058823,75.55555555555556,33.729729729729726,7.644444444444445,69.77142857142857,12.878048780487806,56.49557522123894,9.444444444444445,45.916666666666664,71.0204081632653,5.71875,42.52873563218391,33.41772151898734,37.76744186046512,58.959349593495936,62.496,23.859649122807017,63.7593984962406,51.982142857142854,65.86666666666666,66.49624060150376,68.84285714285714,70.41134751773049,66.66666666666667,48.1764705882353,12.115384615384615,51.02803738317757,63.13846153846154,56.26229508196721,80.20987654320987,77.53846153846153,34.81578947368421,20.96842105263158,48.87931034482759,69.90070921985816,
be,1,57.024,64.24615384615385,53.77049180327869,67.4074074074074,42.857142857142854,67.98529411764706,32.74418604651163,54.214285714285715,45.638297872340424,34.542857142857144,55.13513513513514,42.87640449438202,26.20689655172414,39.90588235294118,25.904761904761905,57.917355371900825,60.78195488721804,34.1123595505618,33.0,65.54074074074074,63.75,32.8955223880597,61.86666666666667,54.345454545454544,63.503649635036496,67.6923076923077,64.24615384615385,79.55,34.604651162790695,42.35294117647059,67.9136690647482,76.10457516339869,28.5,38.48936170212766,61.24031007751938,5.7631578947368425,40.879120879120876,72.0,49.09090909090909,46.46808510638298,77.94871794871794,75.94736842105263,60.65185185185185,80.88888888888889,45.80434782608695,71.63013698630137,73.93288590604027,33.0,
mn,1,54.03508771929825,61.714285714285715,64.38518518518518,57.64705882352941,41.82692307692308,64.75384615384615,40.851063829787236,52.075471698113205,39.49367088607595,44.991150442477874,51.49514563106796,39.18987341772152,19.487179487179485,39.90588235294118,25.904761904761905,58.22950819672131,39.92857142857143,44.88,33.0,57.46086956521739,42.123893805309734,39.9,35.11926605504587,35.46511627906977,59.34959349593496,64.16666666666667,60.85245901639344,69.77142857142857,47.881188118811885,55.0,60.0,71.0,30.692307692307693,50.870370370370374,49.46086956521739,11.08860759493671,44.21052631578947,65.40458015267176,36.71052631578947,30.545454545454547,57.31147540983606,70.9090909090909,36.55357142857143,40.86486486486486,57.30508474576271,67.58571428571429,61.83206106870229,56.0,
is,1,56.26229508196721,70.98591549295774,46.03508771929825,66.86567164179104,41.82692307692308,76.96153846153847,43.54639175257732,59.93939393939394,46.63917525773196,33.73529411764706,57.91525423728814,40.7710843373494,26.885245901639344,39.11904761904762,23.21951219512195,51.69230769230769,80.69135802469135,44.88,25.666666666666668,61.824,82.95180722891567,32.24242424242424,65.09352517985612,51.79245283018868,60.62992125984252,60.8130081300813,69.91780821917808,77.7948717948718,33.55294117647059,39.49367088607595,72.32876712328768,74.78666666666666,29.61038961038961,35.34065934065934,59.71653543307087,20.611764705882354,45.0,67.63235294117646,45.494505494505496,46.863157894736844,73.41496598639456,76.47058823529412,86.42774566473989,65.73913043478261,46.365591397849464,63.17910447761194,82.95180722891567,34.22222222222222,
mo,1,44.0,53.84347826086957,55.54838709677419,77.9746835443038,53.01724137931034,76.16883116883118,48.46601941747573,59.44615384615385,38.493506493506494,44.991150442477874,42.206896551724135,36.49315068493151,31.91919191919192,63.11450381679389,45.333333333333336,59.136,49.752066115702476,70.64788732394366,45.833333333333336,62.22222222222222,77.37179487179488,49.98198198198198,78.79245283018868,39.31111111111111,56.89655172413793,59.583333333333336,60.85245901639344,32.71578947368421,33.55294117647059,28.387096774193548,30.707070707070706,66.19548872180451,24.986301369863014,63.30708661417323,23.78494623655914,22.069767441860463,58.983050847457626,58.15384615384615,47.36842105263158,17.433962264150942,58.83870967741935,16.137931034482758,12.979166666666666,59.44615384615385,10.690909090909091,9.431818181818182,5.785714285714286,7.604938271604938,
mr,1,54.9059829059829,65.45454545454545,48.06896551724138,65.19083969465649,32.8125,66.40601503759399,34.90909090909091,53.174311926605505,44.57142857142857,44.68468468468468,57.91525423728814,50.926829268292686,26.440677966101696,31.093333333333334,23.21951219512195,60.82442748091603,57.333333333333336,36.26373626373626,38.43037974683544,54.981818181818184,57.98449612403101,30.875,61.02985074626866,49.74757281553398,58.333333333333336,61.98412698412698,65.41353383458646,75.47019867549669,39.51648351648352,40.0,72.32876712328768,72.46896551724137,29.61038961038961,42.38775510204081,61.98461538461538,5.7631578947368425,37.241379310344826,65.86363636363636,45.0,45.23076923076923,65.14285714285714,72.65753424657534,62.36496350364963,62.6865671641791,42.804597701149426,66.87769784172662,68.27142857142857,43.177570093457945,
so,1,50.03921568627451,72.0,33.43689320388349,61.6,38.613861386138616,67.46666666666667,26.864197530864196,53.873873873873876,34.542857142857144,43.51923076923077,53.38317757009346,34.97142857142857,5.217391304347826,35.775,36.55913978494624,56.61538461538461,11.217391304347826,25.75609756097561,15.348837209302326,62.22222222222222,14.623655913978494,34.74285714285714,19.53061224489796,12.558823529411764,50.495049504950494,46.979166666666664,53.7037037037037,57.48760330578512,44.74226804123711,50.370370370370374,55.9349593495935,64.44615384615385,9.193548387096774,49.301886792452834,51.31623931623932,79.3875,68.57142857142857,50.4,15.0,26.16393442622951,59.584,72.08275862068966,22.686274509803923,25.454545454545453,50.45544554455446,37.23364485981308,50.79661016949152,43.177570093457945,
mt,1,56.774193548387096,59.707317073170735,67.94285714285714,61.6,41.82692307692308,57.30508474576271,41.76842105263158,46.97872340425532,42.21176470588235,41.108695652173914,52.457142857142856,38.76923076923077,17.77777777777778,44.93478260869565,24.57831325301205,59.71653543307087,31.123809523809523,48.23076923076923,27.107142857142858,57.93103448275862,34.953271028037385,37.49333333333333,46.78991596638655,30.123456790123456,62.6865671641791,67.09219858156028,62.176,73.49659863945578,40.43478260869565,51.92982456140351,61.53846153846154,75.67105263157895,30.692307692307693,37.46236559139785,49.46086956521739,79.3875,71.35135135135135,69.70212765957447,32.142857142857146,36.96,64.48484848484848,76.47058823529412,41.43103448275862,54.193548387096776,55.50442477876106,71.63013698630137,72.12328767123287,36.59405940594059,
sq,1,55.46218487394958,79.2,39.48148148148148,75.09933774834437,49.55357142857143,76.16883116883118,45.25252525252525,59.44615384615385,49.301886792452834,36.027027027027025,63.17910447761194,43.2,27.096774193548388,45.59139784946237,11.027027027027026,54.10909090909091,60.78195488721804,46.588235294117645,25.666666666666668,67.83098591549296,61.35338345864662,34.14492753623188,69.6,52.44859813084112,60.62992125984252,55.982142857142854,65.03030303030303,77.7948717948718,40.43478260869565,39.49367088607595,79.49685534591195,73.41496598639456,29.61038961038961,39.49473684210526,63.43939393939394,22.069767441860463,43.40425531914894,66.3157894736842,46.91489361702128,51.02803738317757,81.12883435582822,78.9873417721519,70.95945945945945,70.0,46.91489361702128,63.17910447761194,74.52,35.42,
ur,1,54.3304347826087,66.04511278195488,51.93333333333333,65.75757575757575,32.8125,68.4963503649635,32.74418604651163,54.54867256637168,45.638297872340424,35.30555555555556,57.53846153846154,50.03389830508475,26.440677966101696,32.078947368421055,24.57831325301205,61.09090909090909,59.93939393939394,35.2,30.870967741935484,57.93103448275862,64.52554744525547,32.24242424242424,59.31818181818182,54.345454545454544,61.24031007751938,63.81679389312977,65.41353383458646,75.47019867549669,40.43478260869565,43.63636363636363,70.4895104895105,71.4965034965035,29.61038961038961,44.22,64.15037593984962,16.024390243902438,36.27906976744186,68.05839416058394,48.673469387755105,45.65217391304348,65.14285714285714,73.78378378378379,61.51470588235294,63.46666666666667,46.365591397849464,72.9054054054054,67.59712230215827,39.98076923076923,
cy,1,56.0,68.8695652173913,49.05982905982906,70.98591549295774,42.857142857142854,69.0,38.95652173913044,54.87719298245614,45.638297872340424,34.14492753623188,57.91525423728814,41.50588235294118,31.48936170212766,39.90588235294118,21.82716049382716,52.93457943925234,59.083969465648856,42.18556701030928,27.107142857142858,58.847457627118644,60.53030303030303,32.8955223880597,65.87142857142857,52.44859813084112,62.121212121212125,61.98412698412698,69.27777777777777,74.49664429530202,36.63636363636363,40.97560975609756,83.80952380952381,74.33557046979865,29.61038961038961,38.48936170212766,61.24031007751938,16.024390243902438,45.77319587628866,70.875,46.45161290322581,47.25,79.8,82.25454545454545,64.84285714285714,64.23529411764706,46.365591397849464,68.28368794326241,76.79220779220779,33.0,
kk,1,52.148148148148145,56.87394957983193,82.98795180722891,65.19083969465649,42.857142857142854,63.609375,32.74418604651163,51.30769230769231,37.973684210526315,40.15909090909091,50.495049504950494,32.12307692307692,22.22222222222222,42.87640449438202,48.75471698113208,57.27731092436975,55.52755905511811,31.862068965517242,40.07142857142857,51.69230769230769,57.109375,29.419354838709676,29.82857142857143,49.74757281553398,60.62992125984252,65.51470588235294,62.6031746031746,73.49659863945578,36.63636363636363,55.0,60.775193798449614,67.86764705882354,47.01030927835052,43.313131313131315,35.627450980392155,5.7631578947368425,44.21052631578947,64.93846153846154,45.494505494505496,32.869565217391305,56.52892561983471,73.22448979591837,27.123809523809523,32.30769230769231,54.73873873873874,83.0,63.338345864661655,41.06666666666667,
my,1,42.44705882352941,61.056,41.74545454545454,56.23931623931624,79.6875,55.2,70.30985915492958,45.494505494505496,50.5945945945946,44.03738317757009,51.49514563106796,50.03389830508475,20.0,65.58273381294964,9.315068493150685,57.27731092436975,37.527272727272724,71.91724137931034,29.7,58.847457627118644,38.63636363636363,50.214285714285715,75.05882352941177,33.404761904761905,50.0,43.51648351648352,43.655913978494624,63.10077519379845,70.23776223776224,46.666666666666664,45.714285714285715,53.56140350877193,30.692307692307693,76.07741935483871,79.49685534591195,19.11904761904762,63.75,50.4,32.95774647887324,50.4,69.48571428571428,46.37837837837838,81.40243902439025,78.11464968152866,42.804597701149426,45.14035087719298,52.65,81.6951219512195,
km,1,55.186440677966104,76.67532467532467,41.74545454545454,65.75757575757575,80.98159509202453,68.4963503649635,67.31851851851852,54.54867256637168,53.0655737704918,38.5609756097561,55.55357142857143,40.7710843373494,17.77777777777778,65.87142857142857,9.315068493150685,55.2212389380531,31.123809523809523,69.32374100719424,29.7,67.83098591549296,34.953271028037385,40.78048780487805,61.86666666666667,31.24390243902439,61.83206106870229,55.982142857142854,54.836363636363636,75.94736842105263,49.359223300970875,37.89473684210526,70.4895104895105,72.94520547945206,27.36,57.26495726495727,63.43939393939394,17.59036144578313,65.45454545454545,69.3,32.95774647887324,45.23076923076923,80.24844720496894,73.22448979591837,78.36477987421384,72.64864864864865,53.12149532710281,44.07079646017699,66.21897810218978,50.88695652173913,
si,1,51.471698113207545,72.98630136986301,55.54838709677419,73.33333333333333,34.02061855670103,74.52,35.95505617977528,58.41269841269841,45.638297872340424,36.71052631578947,59.707317073170735,50.03389830508475,27.5,37.48780487804878,28.46511627906977,62.11764705882353,63.23529411764706,34.1123595505618,33.0,61.00813008130081,65.28985507246377,31.56923076923077,60.18045112781955,55.55357142857143,56.89655172413793,63.46153846153846,63.4375,70.87323943661971,38.577777777777776,40.0,65.88235294117646,66.76119402985074,30.692307692307693,41.44329896907217,62.717557251908396,14.419753086419753,30.0,65.86363636363636,49.09090909090909,45.23076923076923,70.0709219858156,67.82608695652173,61.51470588235294,61.09090909090909,42.804597701149426,80.95061728395062,66.91304347826087,36.59405940594059,
ha,1,44.0,60.38709677419355,19.397849462365592,56.94915254237288,75.0,49.833333333333336,64.98461538461538,41.61904761904762,48.46601941747573,28.862068965517242,46.659574468085104,46.336633663366335,5.217391304347826,62.44961240310077,25.904761904761905,33.729729729729726,11.217391304347826,67.46666666666667,15.348837209302326,56.49557522123894,14.623655913978494,46.22680412371134,76.33548387096774,9.242424242424242,42.52873563218391,31.428571428571427,44.42553191489362,60.384,59.93333333333333,25.76271186440678,55.08196721311475,55.08620689655172,7.475409836065574,63.859375,70.09859154929578,79.80124223602485,69.65034965034965,48.932038834951456,15.0,51.63302752293578,62.44961240310077,53.747899159663866,80.20987654320987,76.95483870967742,37.975,25.408163265306122,47.89565217391304,68.69064748201438,
kn,1,46.808510638297875,61.714285714285715,40.62385321100918,46.666666666666664,69.06474820143885,55.2,69.90070921985816,45.494505494505496,51.31578947368421,45.572649572649574,54.70909090909091,50.578512396694215,20.0,59.18333333333333,9.315068493150685,53.72477064220183,36.293577981651374,70.64788732394366,47.85,57.93103448275862,37.43119266055046,49.98198198198198,75.05882352941177,32.33734939759036,43.82022471910113,40.45977011494253,45.916666666666664,57.48760330578512,69.85915492957747,46.31578947368421,55.08196721311475,59.36065573770492,30.692307692307693,72.5068493150685,78.4968152866242,24.886363636363637,64.61538461538461,51.81308411214953,32.142857142857146,51.92727272727273,68.28985507246377,46.37837837837838,78.9875,78.68354430379746,44.644444444444446,44.07079646017699,61.06153846153846,78.9493670886076,
pa,1,55.733333333333334,65.45454545454545,42.846846846846844,64.03100775193798,35.204081632653065,65.86363636363636,37.97802197802198,52.81481481481482,45.638297872340424,35.30555555555556,56.76521739130435,50.4,27.096774193548388,31.093333333333334,23.21951219512195,60.82442748091603,59.93939393939394,39.319148936170215,25.666666666666668,58.39316239316239,61.35338345864662,33.529411764705884,63.503649635036496,53.092592592592595,60.9375,61.20967741935484,63.84496124031008,77.34193548387097,46.343434343434346,41.44578313253012,72.92517006802721,73.87837837837837,29.61038961038961,46.83495145631068,64.15037593984962,16.024390243902438,42.58064516129032,66.3157894736842,46.91489361702128,46.46808510638298,70.0709219858156,76.47058823529412,64.84285714285714,64.99270072992701,44.04494382022472,67.58571428571429,72.73469387755102,38.87378640776699,
ne,1,54.9059829059829,69.41007194244604,48.06896551724138,67.4074074074074,35.204081632653065,72.78082191780823,36.977777777777774,57.31147540983606,45.638297872340424,37.67088607594937,59.707317073170735,50.03389830508475,26.666666666666668,33.97435897435897,23.21951219512195,62.11764705882353,58.215384615384615,35.2,25.666666666666668,61.824,60.53030303030303,32.8955223880597,63.503649635036496,51.79245283018868,60.9375,64.85074626865672,60.85245901639344,69.77142857142857,40.43478260869565,41.44578313253012,65.88235294117646,72.46896551724137,29.61038961038961,43.313131313131315,64.15037593984962,11.08860759493671,32.19512195121951,66.3157894736842,46.91489361702128,46.46808510638298,71.77777777777777,69.70212765957447,64.84285714285714,64.99270072992701,44.644444444444446,68.28368794326241,69.59154929577464,46.2,
yo,1,40.78048780487805,63.627906976744185,20.93617021276596,53.27433628318584,76.94805194805195,52.21621621621622,66.86567164179104,43.35632183908046,48.46601941747573,29.423728813559322,42.88636363636363,45.27835051546392,5.217391304347826,63.11450381679389,24.57831325301205,36.15584415584416,12.946236559139784,69.32374100719424,15.348837209302326,56.0,14.623655913978494,44.608695652173914,72.40268456375838,9.242424242424242,47.36842105263158,33.41772151898734,43.655913978494624,61.07936507936508,60.98360655737705,26.666666666666668,60.775193798449614,50.345454545454544,7.475409836065574,66.49624060150376,70.09859154929578,76.79220779220779,65.45454545454545,53.836363636363636,15.0,51.63302752293578,65.7910447761194,57.87096774193548,80.80981595092024,76.95483870967742,41.50588235294118,23.95876288659794,45.876106194690266,61.359375,
