lo	0.3
jv	0.78
tl	0.73
ht	0.51
tg	0.23
ny	0.71
bs	0.64
uz	0.74
ig	0.41
zu	0.75
su	0.68
mg	0.69
st	0.5
mk	0.17
ml	0.19
sw	0.75
mi	0.5
be	0.19
mn	0.23
is	0.33
mo	0.68
mr	0.18
so	0.71
mt	0.65
sq	0.37
ur	0.19
cy	0.69
kk	0.18
my	0.31
km	0.2
ha	0.65
kn	0.15
si	0.18
pa	0.19
ne	0.23
yo	0.49
gu	0.19
yi	0.09
af	0.71
