1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,20
21,21
22,22
23,23
24,24
25,25
26,26
27,27
28,28
29,29
30,30
31,31
32,32
33,33
34,34
35,35
36,36
37,37
38,38
39,39
40,40
41,41
42,42
43,43
44,44
45,45
46,46
47,47
48,48
49,49
50,50
51,51
52,52
53,53
54,54
55,55
56,56
57,57
58,58
59,59
60,60
61,61
62,62
63,63
64,64
65,65
66,66
67,67
68,68
69,69
70,70
71,71
72,72
73,73
74,74
75,75
76,76
77,77
78,78
79,79
80,80
81,81
82,82
83,83
84,84
85,85
86,86
87,87
88,88
89,89
90,90
91,91
92,92
93,93
94,94
95,95
96,96
97,97
98,98
99,99
100,100
101,101
102,102
103,103
104,104
105,105
106,106
107,107
108,108
109,109
110,110
111,111
112,112
113,113
114,114
115,115
116,116
117,117
118,118
119,119
120,120
121,121
122,122
123,123
124,124
125,125
126,126
127,127
128,128
129,129
130,130
131,131
132,132
133,133
134,134
135,135
136,136
137,137
138,138
139,139
140,140
141,141
142,142
143,143
144,144
145,145
146,146
147,147
148,148
149,149
150,150
151,151
152,152
153,153
154,154
155,155
156,156
157,157
158,158
159,159
160,160
161,161
162,162
163,163
164,164
165,165
166,166
167,167
168,168
169,169
170,170
171,171
172,172
173,173
174,174
175,175
176,176
177,177
178,178
179,179
180,180
181,181
182,182
183,183
184,184
185,185
186,186
187,187
188,188
189,189
190,190
191,191
192,192
193,193
194,194
195,195
196,196
197,1
198,4
199,5
200,6
201,7
202,8
203,9
204,10
205,11
206,12
207,13
208,14
209,15
210,16
211,17
212,18
213,19
214,20
215,22
216,23
217,24
218,25
219,26
220,27
221,28
222,29
223,30
224,31
225,32
226,33
227,34
228,35
229,36
230,37
231,38
232,39
233,40
234,41
235,42
236,43
237,44
238,47
239,48
240,49
241,50
242,51
243,52
244,55
245,56
246,57
247,58
248,1
249,2
250,4
251,30
252,37
253,40
254,55
255,58
256,59
257,60
258,61
259,62
260,63
261,64
262,65
263,66
264,67
265,68
266,69
267,70
268,71
269,72
270,73
271,74
272,75
273,76
274,77
275,78
276,79
277,80
278,81
279,82
280,83
281,84
282,85
283,87
284,89
285,90
286,91
287,92
288,93
289,94
290,95
291,96
292,99
293,100
294,101
295,102
296,103
297,104
298,106
299,107
300,108
301,109
302,110
303,111
304,112
305,113
306,114
307,115
308,116
309,117
310,118
311,119
312,121
313,122
314,123
315,125
316,126
317,127
318,128
319,130
320,131
321,132
322,133
323,134
324,135
325,140
326,141
327,142
328,146
329,150
330,151
331,152
332,154
333,156
334,158
335,160
336,161
337,166
338,171
339,179
340,180
341,181
342,1
343,4
344,19
345,20
346,31
347,41
348,42
349,49
350,50
351,51
352,56
353,57
354,72
355,74
356,75
357,80
358,93
359,97
360,98
361,105
362,119
363,122
364,123
365,124
366,146
367,1
368,4
369,12
370,19
371,21
372,45
373,46
374,50
375,53
376,54
377,56
378,69
379,70
380,71
381,72
382,75
383,81
384,82
385,97
386,101
387,110
388,116
389,124
390,133
391,156
392,160
393,167
394,171
395,173
396,176
397,1
398,4
399,20
400,21
401,47
402,53
403,54
404,90
405,94
406,96
407,100
408,121
409,156
410,171
411,187
412,188
413,189
414,191
415,192
416,193
417,195
418,196
419,4
420,5
421,7
422,14
423,17
424,18
425,19
426,20
427,30
428,41
429,44
430,47
431,48
432,60
433,66
434,73
435,74
436,83
437,86
438,102
439,103
440,105
441,107
442,125
443,126
444,127
445,142
446,1
447,2
448,3
449,4
450,67
451,73
452,85
453,86
454,87
455,89
456,90
457,91
458,92
459,95
460,96
461,99
462,101
463,116
464,120
465,1
466,2
467,4
468,6
469,15
470,20
471,21
472,26
473,27
474,28
475,32
476,33
477,34
478,35
479,36
480,40
481,42
482,47
483,52
484,53
485,54
486,59
487,60
488,61
489,65
490,66
491,74
492,76
493,78
494,85
495,94
496,99
497,106
498,108
499,114
500,117
501,118
502,129
503,130
504,131
505,148
506,150
507,171
508,172
509,182
510,192
511,4
512,142
513,1
514,4
515,1
516,2
517,3
518,4
519,5
520,7
521,8
522,9
523,16
524,17
525,23
526,24
527,26
528,33
529,37
530,38
531,40
532,50
533,53
534,54
535,57
536,68
537,83
538,96
539,102
540,104
541,105
542,106
543,107
544,109
545,110
546,111
547,115
548,120
549,125
550,126
551,129
552,135
553,140
554,4
555,34
556,1
557,2
558,4
559,6
560,7
561,13
562,16
563,18
564,28
565,32
566,42
