source,sourceScore,hr,ro,zh,ca,vi,no,hu,nn,lv,te,lt,hi,ga,th,id,bn,de,fi,ta,bg,sv,ka,fr,hy,sl,sk,da,uk,eu,az,it,sr,ms,ko,fa,ar,he,cs,gl,el,pl,pt,en,ru,et,es,nl,ja,
mo,1,44.0,53.84347826086957,55.54838709677419,77.9746835443038,53.01724137931034,76.16883116883118,48.46601941747573,59.44615384615385,38.493506493506494,44.991150442477874,42.206896551724135,36.49315068493151,31.91919191919192,63.11450381679389,45.333333333333336,59.136,49.752066115702476,70.64788732394366,45.833333333333336,62.22222222222222,77.37179487179488,49.98198198198198,78.79245283018868,39.31111111111111,56.89655172413793,59.583333333333336,60.85245901639344,32.71578947368421,33.55294117647059,28.387096774193548,30.707070707070706,66.19548872180451,24.986301369863014,63.30708661417323,23.78494623655914,22.069767441860463,58.983050847457626,58.15384615384615,47.36842105263158,17.433962264150942,58.83870967741935,16.137931034482758,12.979166666666666,59.44615384615385,10.690909090909091,9.431818181818182,5.785714285714286,7.604938271604938,
mr,1,54.3304347826087,64.24615384615385,49.05982905982906,64.61538461538461,40.77669902912621,65.31297709923665,30.476190476190474,52.44859813084112,43.82022471910113,41.76842105263158,53.833333333333336,50.926829268292686,26.666666666666668,38.31325301204819,25.904761904761905,61.09090909090909,62.42962962962963,31.862068965517242,40.674418604651166,57.46086956521739,63.75,27.866666666666667,57.55384615384615,53.72477064220183,60.0,64.85074626865672,66.16296296296296,75.94736842105263,35.632183908045974,40.49382716049383,71.72413793103448,71.4965034965035,38.44186046511628,37.46236559139785,58.144,7.584415584415584,40.879120879120876,68.05839416058394,48.24742268041237,42.97674418604651,63.13846153846154,72.08275862068966,57.06870229007634,58.604651162790695,42.804597701149426,75.94771241830065,66.21897810218978,36.59405940594059,
so,1,46.808510638297875,72.49655172413793,50.99159663865546,67.94117647058823,25.0,69.98571428571428,39.913978494623656,55.51724137931034,49.570093457943926,43.867924528301884,56.76521739130435,33.3134328358209,5.217391304347826,54.92727272727273,51.92727272727273,56.61538461538461,12.946236559139784,38.32258064516129,17.6,58.847457627118644,14.623655913978494,17.06122448979592,24.11881188118812,10.925373134328359,54.12844036697248,63.81679389312977,49.386138613861384,58.959349593495936,26.68354430379747,50.09345794392523,38.095238095238095,60.693548387096776,9.193548387096774,25.83132530120482,53.109243697478995,79.80124223602485,67.44525547445255,60.396694214876035,16.363636363636363,28.0,61.039370078740156,59.42857142857143,42.598290598290596,32.30769230769231,47.45263157894737,54.88709677419355,35.82692307692308,16.11627906976744,
mt,1,56.26229508196721,58.31404958677686,69.95804195804196,60.32520325203252,50.442477876106196,61.20967741935484,34.90909090909091,49.68,40.90243902439025,38.8433734939759,49.45454545454545,36.0,17.77777777777778,42.15909090909091,23.21951219512195,61.35338345864662,41.097345132743364,36.26373626373626,36.16438356164384,62.22222222222222,45.43103448275862,35.32394366197183,32.52336448598131,36.45977011494253,62.121212121212125,67.3943661971831,58.983050847457626,73.49659863945578,40.43478260869565,52.17391304347826,62.29007633587786,74.78666666666666,38.44186046511628,51.63302752293578,47.53982300884956,78.96855345911949,71.35135135135135,68.05839416058394,41.785714285714285,28.875,66.42962962962963,77.49677419354839,31.314814814814813,36.11214953271028,53.12149532710281,73.53020134228188,73.93288590604027,33.0,
sq,1,52.8,76.67532467532467,49.05982905982906,75.09933774834437,52.17391304347826,74.09395973154362,38.95652173913044,58.144,45.97894736842105,36.027027027027025,59.00826446280992,43.51648351648352,27.692307692307693,38.31325301204819,20.4,61.09090909090909,60.78195488721804,38.32258064516129,27.789473684210527,68.13986013986013,61.35338345864662,27.050847457627118,65.09352517985612,52.44859813084112,59.01639344262295,66.15942028985508,60.396694214876035,68.6376811594203,42.212765957446805,40.49382716049383,66.56934306569343,68.94202898550725,29.61038961038961,46.83495145631068,63.43939393939394,5.7631578947368425,33.25301204819277,62.496,46.91489361702128,47.25,81.5609756097561,81.8048780487805,64.02877697841727,63.46666666666667,42.16279069767442,70.31944444444444,82.95180722891567,34.22222222222222,
cy,1,57.75,63.627906976744185,50.99159663865546,75.52631578947368,46.788990825688074,74.52,30.476190476190474,58.41269841269841,45.29032258064516,34.14492753623188,53.38317757009346,41.86046511627907,32.45283018867924,35.775,23.21951219512195,56.275862068965516,64.81159420289855,31.862068965517242,33.0,59.733333333333334,65.28985507246377,28.65573770491803,61.02985074626866,55.55357142857143,59.67741935483871,66.15942028985508,64.24615384615385,71.41258741258741,35.632183908045974,41.904761904761905,83.80952380952381,77.37179487179488,37.55294117647059,40.479166666666664,60.484375,14.419753086419753,40.879120879120876,66.76119402985074,49.5,44.8,67.67883211678833,78.0,59.776119402985074,59.44615384615385,45.80434782608695,73.53020134228188,72.12328767123287,36.59405940594059,
ur,1,53.73451327433628,63.627906976744185,55.54838709677419,66.86567164179104,40.77669902912621,67.46666666666667,31.623529411764707,53.873873873873876,44.2,33.3134328358209,54.70909090909091,50.03389830508475,27.3015873015873,37.48780487804878,27.2,61.61194029850746,64.81159420289855,30.697674418604652,33.492537313432834,57.93103448275862,66.0431654676259,27.866666666666667,61.02985074626866,56.719298245614034,60.9375,65.51470588235294,64.24615384615385,74.0,34.604651162790695,43.63636363636363,69.85915492957747,70.49645390070921,40.15909090909091,36.41304347826087,61.24031007751938,14.419753086419753,40.0,68.47826086956522,49.5,45.23076923076923,65.7910447761194,72.65753424657534,59.776119402985074,59.44615384615385,44.644444444444446,79.34591194968553,69.59154929577464,38.87378640776699,
kk,1,50.76923076923077,56.87394957983193,82.4969696969697,67.94117647058823,45.833333333333336,63.609375,31.623529411764707,51.30769230769231,37.973684210526315,41.5531914893617,49.98,32.72727272727273,24.615384615384617,39.11904761904762,48.75471698113208,56.61538461538461,56.4375,27.03614457831325,40.07142857142857,50.509803921568626,57.109375,27.866666666666667,27.02912621359223,49.03921568627451,60.9375,65.51470588235294,64.24615384615385,74.0,34.604651162790695,55.0,63.03030303030303,65.62121212121212,47.01030927835052,40.479166666666664,39.12380952380953,7.584415584415584,45.0,66.76119402985074,47.36842105263158,31.34328358208955,55.733333333333334,70.30985915492958,25.673076923076923,30.990291262135923,56.60344827586207,83.49700598802396,60.27906976744186,35.42,
my,1,55.733333333333334,67.76470588235294,44.991150442477874,75.09933774834437,80.55555555555556,75.35526315789474,54.857142857142854,58.9375,48.1764705882353,44.68468468468468,51.49514563106796,45.27835051546392,20.0,62.109375,9.315068493150685,58.22950819672131,37.527272727272724,61.74193548387097,29.7,65.19402985074628,39.81981981981982,34.74285714285714,49.91803278688525,32.33734939759036,53.271028037383175,59.583333333333336,42.869565217391305,62.4375,58.29059829059829,44.83516483516483,63.7593984962406,73.87837837837837,30.692307692307693,74.54304635761589,69.47517730496453,14.419753086419753,42.58064516129032,55.125,32.142857142857146,39.34177215189873,74.46979865771812,55.43801652892562,61.51470588235294,58.604651162790695,45.23076923076923,44.07079646017699,53.553719008264466,49.06194690265487,
km,1,54.9059829059829,66.6268656716418,49.05982905982906,66.86567164179104,80.98159509202453,69.0,63.496062992125985,54.87719298245614,46.63917525773196,41.979166666666664,59.707317073170735,39.18987341772152,20.0,49.25252525252525,17.435897435897434,60.55384615384615,37.527272727272724,71.07692307692308,29.7,65.19402985074628,38.63636363636363,51.52542372881356,44.61538461538461,33.404761904761905,61.83206106870229,67.3943661971831,58.495726495726494,72.46896551724137,42.212765957446805,47.01030927835052,56.774193548387096,72.46896551724137,31.746835443037973,46.83495145631068,54.84297520661157,22.069767441860463,39.10112359550562,68.89208633093526,32.95774647887324,40.97560975609756,72.87671232876713,58.656,45.983333333333334,42.0,53.944954128440365,52.13223140495868,54.442622950819676,77.98717948717949,
kn,1,44.977777777777774,66.04511278195488,39.48148148148148,57.64705882352941,62.109375,62.42857142857143,69.06474820143885,50.509803921568626,51.775862068965516,45.572649572649574,55.13513513513514,50.578512396694215,20.0,59.950819672131146,9.315068493150685,56.275862068965516,36.293577981651374,70.64788732394366,47.85,60.59016393442623,37.43119266055046,51.10344827586207,69.6,32.33734939759036,50.98039215686274,59.583333333333336,48.72,62.4375,67.05185185185185,38.97435897435897,45.714285714285715,56.559322033898304,30.692307692307693,65.46564885496183,79.49685534591195,26.247191011235955,44.21052631578947,55.75221238938053,32.142857142857146,53.05263157894737,68.28985507246377,47.357142857142854,78.36477987421384,76.95483870967742,42.16279069767442,44.07079646017699,44.839285714285715,79.42138364779875,
si,1,54.62068965517241,68.32116788321167,56.416,74.22818791946308,41.82692307692308,74.52,33.839080459770116,58.41269841269841,44.93478260869565,35.67123287671233,54.70909090909091,50.03389830508475,27.692307692307693,36.641975308641975,28.46511627906977,61.86666666666667,64.81159420289855,33.0,33.492537313432834,61.41935483870968,66.0431654676259,25.333333333333332,61.02985074626866,55.55357142857143,57.983193277310924,63.81679389312977,61.74193548387097,68.6376811594203,36.63636363636363,40.0,67.2463768115942,71.98611111111111,39.310344827586206,42.38775510204081,60.484375,9.35897435897436,34.285714285714285,63.0,49.5,45.65217391304348,68.28985507246377,68.46043165467626,60.65185185185185,61.09090909090909,41.50588235294118,80.4223602484472,66.91304347826087,33.0,
ha,1,40.78048780487805,64.24615384615385,20.93617021276596,53.27433628318584,75.49668874172185,48.16981132075472,57.37931034482759,40.390243902439025,47.881188118811885,39.9080459770115,40.07142857142857,45.27835051546392,5.217391304347826,58.389830508474574,25.904761904761905,55.93043478260869,11.217391304347826,55.578947368421055,16.5,63.753846153846155,12.934782608695652,29.419354838709676,70.31506849315069,9.242424242424242,45.65217391304348,50.68627450980392,32.93827160493827,55.186440677966104,65.75757575757575,33.6231884057971,33.26732673267327,50.345454545454544,7.475409836065574,70.77464788732394,64.15037593984962,79.80124223602485,67.82608695652173,41.5531914893617,16.363636363636363,49.411764705882355,73.94594594594595,74.33557046979865,64.84285714285714,66.4748201438849,28.405797101449274,25.408163265306122,70.875,30.479166666666668,
pa,1,56.520325203252035,64.24615384615385,51.93333333333333,67.4074074074074,44.85981308411215,70.46808510638297,30.476190476190474,55.82905982905983,45.638297872340424,33.73529411764706,53.38317757009346,50.03389830508475,27.5,37.48780487804878,24.57831325301205,61.35338345864662,64.02919708029196,33.0,31.428571428571427,57.93103448275862,65.28985507246377,28.65573770491803,61.02985074626866,56.14159292035398,58.333333333333336,64.16666666666667,61.74193548387097,74.0,37.61797752808989,40.97560975609756,77.94871794871794,75.23178807947019,34.75609756097561,39.49473684210526,61.24031007751938,5.7631578947368425,42.58064516129032,65.40458015267176,49.09090909090909,43.90909090909091,66.42962962962963,73.22448979591837,59.776119402985074,61.89473684210526,43.43181818181818,71.63013698630137,69.59154929577464,36.59405940594059,
ne,1,53.42857142857143,69.41007194244604,51.93333333333333,70.98591549295774,42.857142857142854,71.41258741258741,36.977777777777774,56.436974789915965,45.638297872340424,37.975,54.70909090909091,50.03389830508475,27.3015873015873,39.11904761904762,25.904761904761905,62.11764705882353,59.083969465648856,36.26373626373626,30.295081967213115,60.16528925619835,60.53030303030303,28.65573770491803,61.86666666666667,52.44859813084112,60.9375,65.51470588235294,65.41353383458646,74.98666666666666,39.51648351648352,40.0,66.56934306569343,69.98571428571428,29.61038961038961,35.34065934065934,63.43939393939394,12.775,31.11111111111111,69.3,48.24742268041237,45.65217391304348,70.64788732394366,69.08571428571429,64.84285714285714,65.73913043478261,46.365591397849464,72.27210884353741,66.21897810218978,34.22222222222222,
yo,1,44.49438202247191,70.98591549295774,20.93617021276596,48.41121495327103,70.2127659574468,52.982142857142854,63.496062992125985,43.90909090909091,50.345454545454544,38.5609756097561,53.833333333333336,47.31428571428572,5.217391304347826,62.784615384615385,25.904761904761905,51.262135922330096,11.217391304347826,65.49618320610686,15.348837209302326,53.925925925925924,12.934782608695652,24.428571428571427,81.12883435582822,9.242424242424242,41.86046511627907,58.29059829059829,37.76744186046512,58.22950819672131,66.6268656716418,38.97435897435897,35.728155339805824,55.82905982905983,7.475409836065574,56.60344827586207,72.5068493150685,76.79220779220779,63.75,48.932038834951456,15.0,53.321739130434786,65.7910447761194,42.2803738317757,80.80981595092024,80.88888888888889,30.366197183098592,25.408163265306122,30.78,33.0,
